AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8
Hartlepool,E06000001,56.73376198,56.74846554,56.28494741,55.77786163,56.9622562,57.64417979,57.39881351,58.12597246
Middlesbrough,E06000002,58.01993652,57.70122869,57.56899692,57.86504395,58.77621903,57.8160581,58.05590496,57.82497714
Redcar and Cleveland,E06000003,59.20328273,58.42115245,58.69029069,60.19197857,59.02331689,58.75677257,58.77084056,60.62568809
Stockton-on-Tees,E06000004,61.39797146,60.21162767,61.39474977,61.06607372,60.98879704,59.495025,56.62349404,57.4637277
Darlington,E06000005,64.08655844,63.97303587,63.43621769,62.18254648,61.83124359,61.05153521,60.69974312,60.29694099
Halton,E06000006,59.38010778,59.4550552,58.52786133,59.41968304,59.99681622,59.96577379,59.41756087,59.53951573
Warrington,E06000007,60.54978496,60.50218107,62.23511889,62.71104371,65.37547272,64.08910876,64.9476441,64.67224606
Blackburn with Darwen,E06000008,56.62435161,56.50773889,57.93706709,57.99527111,57.97932874,57.26213127,57.26367122,58.77382385
Blackpool,E06000009,54.93590133,54.39388485,54.69359618,55.12741262,56.33626035,55.21166241,54.69094025,53.33812019
"Kingston upon Hull, City of",E06000010,57.91386331,57.97917689,56.87261694,56.5126427,56.27095478,56.3859291,56.42584976,57.21670394
East Riding of Yorkshire,E06000011,64.58686173,64.81663175,65.67660052,65.00049003,62.81726074,61.89397789,63.70216864,64.38664062
North East Lincolnshire,E06000012,61.93914471,61.90736732,63.97216616,62.6480841,60.75854801,59.90806726,60.38249226,59.48981132
North Lincolnshire,E06000013,61.3130997,61.82801629,62.35954625,60.07872296,62.01457292,59.39724098,60.44398949,59.87505661
York,E06000014,62.22699934,63.35887598,62.60057561,65.04430603,65.82976199,66.16681987,65.26829489,65.50649582
Derby,E06000015,63.24777534,61.75009371,60.98653649,60.89659662,60.78829218,60.1421621,60.66516758,61.62579411
Leicester,E06000016,56.26081809,57.76571318,56.8569038,58.77956455,59.08833586,60.35370188,60.33563385,58.65324315
Rutland,E06000017,65.65162117,64.42410632,65.45903705,68.86879819,71.16493585,68.73266468,69.84706748,69.64444249
Nottingham,E06000018,58.49904785,58.63543369,58.55760414,57.28033645,56.6893995,57.39480801,56.9554914,57.71122748
"Herefordshire, County of",E06000019,66.03683142,66.72714714,66.68592078,67.02504841,68.01235407,67.40834132,66.39847147,64.68876729
Telford and Wrekin,E06000020,59.90866442,60.02525896,60.14992762,59.73762889,59.43338442,61.80439378,60.85097496,60.863193
Stoke-on-Trent,E06000021,59.45336672,59.85409516,60.82082025,60.60897961,60.13666078,58.71885465,59.54155036,57.44143311
Bath and North East Somerset,E06000022,65.37583494,65.07512955,66.24391785,66.39024775,65.005045,62.48636527,63.39868411,66.02723275
"Bristol, City of",E06000023,63.07533333,61.98759886,62.14869963,62.42564967,59.81531826,58.96035839,62.0462494,60.83960724
North Somerset,E06000024,65.80636188,65.38231516,66.10804197,66.49524813,66.12689945,66.1566369,66.18008403,65.54275571
South Gloucestershire,E06000025,67.54495088,67.36154993,67.62909943,67.44564921,65.82511081,65.41750042,63.58193642,67.34554585
Plymouth,E06000026,61.15615927,60.90490383,58.51250048,59.2252344,59.07506787,60.61950478,60.71506188,61.96607474
Torbay,E06000027,63.45302355,64.06904301,62.76004956,63.23509351,63.06762579,62.71175108,61.97094499,62.58668891
Bournemouth,E06000028,63.17893226,63.54284084,63.34723564,62.33582566,62.61509157,null,null,null
Poole,E06000029,65.22745863,64.85447356,64.79651759,66.2079977,66.11123033,null,null,null
Swindon,E06000030,64.11860641,63.49113087,64.16854551,64.32969803,64.12625118,64.49266341,64.07593302,63.30330235
Peterborough,E06000031,61.4665521,60.40673133,60.66917751,61.13078318,61.74206282,63.5922533,61.96931109,61.41947449
Luton,E06000032,60.00309267,59.28543498,58.86354488,60.25789499,62.01010073,61.50536658,61.29658963,59.32021312
Southend-on-Sea,E06000033,63.54368158,64.16416821,62.4344469,61.77923206,61.56592305,60.74229367,61.1748659,61.92206418
Thurrock,E06000034,64.01802765,64.20566223,65.09590722,65.66355557,63.86199221,63.84750507,62.63984494,62.76232496
Medway,E06000035,63.03190768,61.78415564,62.6311473,62.07859336,61.72550802,62.13214725,63.10818604,62.72850625
Bracknell Forest,E06000036,66.47780621,66.21360249,67.9719508,68.4128024,68.38585054,68.34267936,67.78410778,67.91552671
West Berkshire,E06000037,67.93916157,68.05330161,68.64569303,69.70682823,68.67782682,66.50679072,66.34955736,67.75821851
Reading,E06000038,64.62698985,64.45003258,66.4251345,66.47610085,66.38805431,67.09209642,65.33855167,65.1021234
Slough,E06000039,61.23739602,61.08777699,60.06776475,60.65460638,60.2486543,59.57582882,59.44114561,58.74545772
Windsor and Maidenhead,E06000040,67.42687823,68.006118,68.07069658,69.06245768,69.25607949,69.64037057,69.52255732,70.04929604
