AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8
Hartlepool,E06000001,7.632963694,7.140271867,7.597443374,7.312028764,7.56948946,7.708351663,8.221986954,9.521102567
Middlesbrough,E06000002,8.872689274,8.649113435,8.167406969,9.435097147,9.670729524,9.697668081,8.311300414,8.84019037
Redcar and Cleveland,E06000003,10.13065073,10.02782638,9.320463172,10.60676141,12.11934936,11.62545413,10.99948606,9.24632326
Stockton-on-Tees,E06000004,9.857732546,9.318179343,9.578552351,8.981373136,9.965280597,10.39375914,10.25795596,10.12500855
Darlington,E06000005,10.66998786,11.34920855,10.63595561,10.33621281,10.0167295,10.75190714,10.4721457,9.799174994
Halton,E06000006,9.318973158,9.409851241,8.597210252,7.894273086,7.844523023,7.644377077,7.609780376,7.461790891
Warrington,E06000007,8.444476542,8.414412751,8.825647292,8.917024928,10.389457,9.788262225,10.43689006,10.16781322
Blackburn with Darwen,E06000008,8.444128545,8.817009591,8.14363266,9.474058967,10.22555853,9.682937915,8.071539867,7.841598492
Blackpool,E06000009,9.327646658,9.217657382,8.858851483,9.021640179,8.901507521,9.240306852,9.397783964,9.954415057
"Kingston upon Hull, City of",E06000010,7.594660053,7.562425232,8.384191776,8.350855737,9.716870003,9.6437703,9.663078903,8.399872019
East Riding of Yorkshire,E06000011,11.00493824,10.15233502,10.63838635,10.62185793,10.26825744,10.80437836,9.594057632,11.06965588
North East Lincolnshire,E06000012,8.790954953,8.755183684,8.721537391,8.054139903,8.350391836,8.732325816,10.72800321,10.12687074
North Lincolnshire,E06000013,8.801524309,9.772230014,9.95524568,10.36956611,10.32880668,10.4811321,10.53169378,9.65138827
York,E06000014,11.58051352,12.04373554,12.04580038,11.44919636,11.52279745,11.7910323,11.7365388,11.67851004
Derby,E06000015,10.4676882,9.329498601,9.571868323,10.26906973,10.55537456,8.526166344,9.41743638,11.19582463
Leicester,E06000016,8.111509153,7.323563808,7.851419655,7.041470153,8.91666313,8.137824954,8.626465054,8.093997072
Rutland,E06000017,14.12854513,13.28357843,12.29189944,11.33803837,13.05113815,14.52684085,14.19794872,14.11796098
Nottingham,E06000018,9.302988639,9.284700336,8.934669171,7.393108974,7.710563137,7.068498315,6.822892678,6.133316557
"Herefordshire, County of",E06000019,12.70568682,12.88819667,11.5774931,11.36190463,12.48577045,12.8420724,13.17047403,14.06238218
Telford and Wrekin,E06000020,9.048499237,8.707129062,8.863855527,8.622576225,7.791179352,9.588742243,10.18981447,10.23046262
Stoke-on-Trent,E06000021,8.964878966,8.997518706,9.56620054,9.462277104,10.45960847,10.80314977,9.846113869,9.232744587
Bath and North East Somerset,E06000022,13.45799885,13.52341935,13.31630969,13.70013896,13.0942858,12.44588541,12.61135255,11.09902939
"Bristol, City of",E06000023,9.416343766,9.439832138,9.924362146,9.591719246,11.66972217,12.30938472,10.49404593,10.60823556
North Somerset,E06000024,10.94946285,11.45564345,12.32695094,13.35618297,13.44010857,12.88183969,11.10675339,11.08321572
South Gloucestershire,E06000025,12.55811336,11.77368212,10.65958098,11.08338884,11.43921402,11.87609881,12.19204968,11.72648882
Plymouth,E06000026,9.329007108,9.052871469,9.418267253,8.484804317,9.434654484,10.98522822,10.84676983,11.00717435
Torbay,E06000027,11.3753651,10.99600512,10.59109627,10.53336026,10.95385928,10.78897393,11.34671608,11.53847433
Bournemouth,E06000028,10.52272872,9.904581292,10.83812673,9.49855356,10.22194318,null,null,null
Poole,E06000029,12.01542658,12.00071083,11.41275282,11.86636919,12.07193246,null,null,null
Swindon,E06000030,9.982184655,10.88295193,10.97185857,10.99093435,10.32280134,9.430127847,9.863345929,9.493923611
Peterborough,E06000031,9.343517114,8.92339897,9.767305567,10.32148548,11.21874326,11.11783388,9.526388038,10.26276487
Luton,E06000032,8.353367365,8.352262563,8.155682922,7.682756561,8.754674457,9.019750405,10.83960308,9.924493108
Southend-on-Sea,E06000033,12.51747445,11.94809376,11.23236545,12.08317709,13.11513605,12.36618836,11.32850317,10.57021195
Thurrock,E06000034,10.37668777,10.34937207,11.12303167,10.55667419,10.5031048,9.482513575,11.85660795,12.23357797
Medway,E06000035,9.394806951,9.400234872,9.118928812,10.4096392,9.913981649,9.164806769,9.94500162,10.13008817
Bracknell Forest,E06000036,12.46371391,12.52588749,12.35595596,12.98816488,13.83147461,14.70896814,13.46522835,12.29527535
West Berkshire,E06000037,12.24518059,11.9664745,11.65499747,11.9536046,13.23656939,14.07151742,13.41327488,12.90419883
Reading,E06000038,10.88599103,11.44940203,9.456875345,8.842891445,11.5274325,11.87015647,12.17212915,10.50377564
Slough,E06000039,8.614360975,9.254129849,8.313997607,7.341070074,6.453899881,8.027101039,7.998826439,9.44355536
Windsor and Maidenhead,E06000040,12.75555208,13.33895508,13.85793176,12.81120504,12.36110351,13.26992302,13.55075235,14.26001506
Wokingham,E06000041,12.70777402,12.4914054,12.46016232,13.61508683,13.23062457,14.15886053,14.47089736,14.49808255
Milton Keynes,E06000042,10.42090138,10.39479709,10.42439041,10.323864,9.603794578,11.0503726,11.20839879,11.53835314
Brighton and Hove,E06000043,10.56435277,11.58654457,9.832915081,10.86840132,11.21778685,10.8248495,12.4387357,11.2506332
Portsmouth,E06000044,10.62423349,10.01480894,10.64359705,10.46097471,9.229353318,9.476967565,10.95467901,11.59650858
Southampton,E06000045,11.03104808,11.0965832,9.781883171,9.655507428,8.845360203,9.507957433,8.569448395,8.426474806
Isle of Wight,E06000046,10.80659691,10.7715238,10.66126264,11.17794774,11.48641445,12.46821402,11.83918884,11.59810857
County Durham,E06000047,8.405964735,9.65653898,9.144671939,8.62433839,6.98597671,8.512012213,7.602958953,8.006429007
Cheshire East,E06000049,10.98206484,11.66622937,11.41022478,9.826841197,9.20880617,13.01047656,14.15945504,13.00354004
Cheshire West and Chester,E06000050,10.20571419,9.319683436,11.49100416,13.6144584,13.01292001,11.89231413,9.968884693,10.36859428
Shropshire,E06000051,10.89983515,11.55768848,11.16352697,11.77739291,11.16310398,11.9802112,11.5768833,10.98378695
Cornwall,E06000052,12.08747964,11.69063789,9.730238262,11.30666429,11.31756448,11.23685365,11.60832855,12.06697847
Wiltshire,E06000054,12.35489338,12.4720468,12.3739356,11.97766813,11.89311048,12.21790801,13.45457464,13.09586189
Bedford,E06000055,12.30410123,11.19823023,11.02112882,9.632538949,9.971662438,11.66010218,10.81956298,10.71416009
Central Bedfordshire,E06000056,10.96710776,11.5347313,10.40013105,12.28147717,10.41568395,11.7215877,12.68252684,12.2640243
Northumberland,E06000057,9.124847965,10.1784795,10.37234834,9.644201101,10.85593763,11.29071811,10.85399529,10.18554241
"Bournemouth, Christchurch and Poole",E06000058,null,null,null,null,null,11.70403666,12.06377842,12.99550456
Dorset,E06000059,null,null,null,null,null,13.24699701,13.04611608,12.59717704
Bolton,E08000001,10.41658487,10.81791897,9.051345171,9.812786801,10.63085564,9.669369175,10.9930658,10.74931611
Bury,E08000002,9.51558494,9.737511988,10.29080167,9.939084659,11.68259167,11.14633637,11.51018073,10.47141276
Manchester,E08000003,7.403727303,6.669708447,5.789363951,6.59241084,6.724629572,6.919189779,8.290112355,8.317106735
Oldham,E08000004,9.258095061,8.816868723,7.298512189,6.993053707,7.916980511,10.25058449,9.136518411,10.89931492
Rochdale,E08000005,9.052717399,9.070713743,9.017615796,9.484638002,9.833002165,11.19133567,10.34009576,10.82186347
Salford,E08000006,7.932338223,7.821771405,8.514405409,7.688775322,8.589300963,9.825319228,8.032757297,9.023294913
Stockport,E08000007,10.64087719,12.39651632,12.55098608,12.1193619,11.82580844,12.14976879,11.05860498,10.6874903
Tameside,E08000008,8.782284868,9.337408342,9.416418705,9.130228785,8.592240029,8.504043119,9.26933513,9.120843936
Trafford,E08000009,10.05724044,9.821527745,10.41035164,11.23776443,12.50169326,13.35181117,11.94688825,11.90299077
Wigan,E08000010,8.589192308,8.3988921,9.186844601,8.601708435,7.963433433,8.55674773,10.90769106,10.25457243
Knowsley,E08000011,8.859012372,8.208356365,8.243415965,6.88740035,7.501044851,7.705881097,8.548503716,8.739386466
Liverpool,E08000012,8.249793723,8.568012679,9.179519072,8.646926852,8.338160627,8.666361323,8.378769381,8.100842847
St. Helens,E08000013,8.398280442,8.596842201,9.718307036,9.782874361,9.531664622,8.247085046,7.881487608,8.121361343
Sefton,E08000014,9.430629028,10.20807078,10.24533831,9.795782643,9.430360481,9.677254124,10.49212197,11.33731747
Wirral,E08000015,9.614727127,9.923005466,9.713160688,9.262412353,10.60858263,9.854774034,9.97929281,10.68381317
Barnsley,E08000016,7.979791768,7.738109394,6.977685458,8.328422534,8.682931923,8.179880266,9.512595225,10.6570267
Doncaster,E08000017,9.519103145,8.744651142,8.891622088,8.737792635,9.269717491,10.10770751,10.03482809,9.37561326
Rotherham,E08000018,8.609464924,8.756923683,8.65469244,8.217142707,8.176131659,7.644151757,8.695555408,9.259492967
Sheffield,E08000019,8.173810694,9.11380324,8.677740975,9.431679697,8.85812532,7.999421737,9.280853152,10.84124653
Newcastle upon Tyne,E08000021,9.63786305,9.866572483,9.651896427,9.346671936,11.20212175,9.989725531,9.615107891,9.092418413
North Tyneside,E08000022,9.810802172,9.785809472,9.659901133,10.7758522,9.67251582,9.98110296,10.61930495,10.78413239
South Tyneside,E08000023,8.586034752,8.40879742,8.817788881,8.355439146,8.003826411,8.128432178,7.517955787,8.675241648
Sunderland,E08000024,7.240730426,7.446587143,7.349422166,7.448674406,8.469129342,8.314373782,8.624857885,8.0546434
Birmingham,E08000025,7.981876342,8.197021864,9.371152597,8.797199343,8.835813336,8.513358322,8.001628862,8.487054595
Coventry,E08000026,9.503074784,9.118728248,9.109852417,10.05887448,9.350691445,9.359330082,9.640602857,9.895994889
Dudley,E08000027,9.953240605,11.54875882,9.499463267,9.947862411,9.414453431,9.206410361,8.442917058,7.854760403
Sandwell,E08000028,7.330034108,7.434658004,7.668639545,6.803586096,7.991824007,7.65729304,7.871384681,7.276356831
Solihull,E08000029,11.64712399,11.75781366,10.49363315,11.6072285,12.20631964,11.31651064,11.73528929,11.28968913
Walsall,E08000030,9.035619938,9.356574721,8.816944071,11.08078713,9.657631082,8.507430512,8.876692456,7.844533729
Wolverhampton,E08000031,7.811936955,7.677314741,7.505828881,7.384186147,7.1626408,6.709875879,7.124720452,7.125911221
Bradford,E08000032,9.42143728,10.36026224,8.642122302,9.001843777,9.226149537,9.273891724,8.323110143,9.604948198
Calderdale,E08000033,11.19157241,10.16824552,10.29875556,10.12749178,11.99695781,11.49169319,12.41249859,12.54064785
Kirklees,E08000034,8.849273083,9.006366292,11.806335,11.15764589,10.72402626,8.964497111,8.843269346,9.371011381
Leeds,E08000035,9.88293987,10.03852938,9.401056681,10.8088046,10.45789243,9.608555324,10.25208706,10.57717402
Wakefield,E08000036,8.09251096,9.112778365,8.054158733,9.60276895,9.677112798,9.67346089,9.010702204,9.155601493
Gateshead,E08000037,7.95508176,8.218073222,7.888605448,8.364049527,7.842137475,8.877358356,8.490443557,7.530983513
Barking and Dagenham,E09000002,6.587085136,7.941388693,7.128521893,6.091115478,8.467686418,8.82743245,9.363398846,9.639101041
Barnet,E09000003,10.58058728,11.61712436,11.05358823,12.743364,12.81626611,13.17100176,12.5500186,11.84583295
Bexley,E09000004,10.87148091,11.60716242,10.45558376,10.81229783,7.949057147,9.720072726,8.662386871,9.121613505
Brent,E09000005,12.00648193,11.84609675,9.53022191,11.17984525,11.29627336,10.98332695,10.58923832,12.95047942
Bromley,E09000006,13.02591576,11.62943998,12.22547836,10.95295226,14.2900944,13.46924501,13.70848468,13.02955542
Camden,E09000007,12.86699941,10.85398506,13.0115327,13.94617825,13.46930716,10.60299916,10.67025709,11.43394725
Croydon,E09000008,11.73435112,12.97723275,10.96490736,10.10981528,10.5622153,10.67207754,9.375033104,7.541337128
Ealing,E09000009,9.150036402,8.109449038,8.508577252,8.867649473,8.474992236,6.979717226,9.430747856,9.464422143
Enfield,E09000010,10.0642864,9.265094056,10.28198421,11.1778241,10.1687769,8.57078605,10.16399455,11.74908648
Greenwich,E09000011,10.88218668,10.1588644,10.66892157,10.56413992,8.278154943,7.458688099,9.270165498,9.741929107
Hackney,E09000012,7.716414657,8.801357549,8.47834349,7.822197866,6.618622717,7.211276632,10.24934199,8.44214132
Hammersmith and Fulham,E09000013,10.23812372,11.25057704,9.802941154,9.085058049,8.838690112,10.94137856,10.12471312,9.750437578
Haringey,E09000014,8.156730554,7.691414595,9.343692765,10.06237784,9.930284548,10.34377522,10.9028645,12.54456147
Harrow,E09000015,11.99769889,11.63072736,11.85906627,11.90269217,11.91877107,10.97274949,9.684463218,11.53027731
Havering,E09000016,10.00249387,11.52642587,12.65462228,10.26495779,10.52807134,10.41476829,11.26993086,12.388477
Hillingdon,E09000017,11.08584416,10.14797483,10.51895752,9.358835892,8.742352894,10.94196052,10.05691056,7.997923349
Hounslow,E09000018,9.684139728,10.28027847,7.636686539,8.331220241,8.971771092,9.623913133,8.953997893,8.522915121
Islington,E09000019,8.313889481,9.042714215,6.512236971,7.49333296,8.346430276,10.009749,10.80867943,10.20232257
Kensington and Chelsea,E09000020,11.22549078,11.99062999,12.24475811,13.48964807,12.09660055,13.8005519,14.81808695,15.04335409
Kingston upon Thames,E09000021,8.796298449,9.713405181,11.53398099,11.16981325,12.54398127,13.46445542,10.94419632,12.72014707
Lambeth,E09000022,9.150829853,7.23141239,9.451362339,11.14904592,13.56380511,13.67390737,13.90089721,10.15836481
Lewisham,E09000023,8.531957113,9.128798507,10.56069242,8.040802184,10.33229315,9.832978596,10.1003698,12.66159671
Merton,E09000024,10.05112031,11.18753829,9.733838467,10.34377424,12.21832851,11.09372827,10.38560797,9.597759582
Newham,E09000025,5.34400293,6.246244028,7.445873119,11.37432464,7.932057402,8.602754511,8.825777552,9.237845008
Redbridge,E09000026,8.704117332,8.411600397,8.911183281,9.581173508,9.126856623,8.190422595,10.89261355,10.61500603
Richmond upon Thames,E09000027,12.49755207,12.66064709,11.02902714,13.88072961,13.47181136,12.22983317,10.35852373,13.18869014
Southwark,E09000028,6.101645297,8.679160086,7.594613841,7.117049441,7.539018435,8.980689188,17.84762431,13.0520738
Sutton,E09000029,13.57398177,11.56026786,11.15967937,11.15665089,12.10076691,10.9590063,10.30562873,10.96022338
Tower Hamlets,E09000030,6.219728942,6.183900239,5.604225709,6.862862196,6.598915149,7.220760498,8.745599145,6.513852257
Waltham Forest,E09000031,9.287038877,7.252540821,7.810663573,8.040306599,6.860432249,10.46159125,11.11489389,10.22241695
Wandsworth,E09000032,14.02041101,11.93522635,11.87129295,11.31029948,13.53614187,12.96311108,13.83414321,11.10014213
Westminster,E09000033,10.69348865,12.00373524,11.3698628,11.53629316,11.70180121,12.69200021,12.71189222,11.67672007
Buckinghamshire,E10000002,12.62450013,12.45754567,12.92218448,12.8492429,13.71698082,13.98963557,14.89115532,13.83570039
Cambridgeshire,E10000003,12.10427794,12.08556229,11.48567373,12.78472306,12.58978732,11.46140431,11.35160276,12.64264985
Cumbria,E10000006,10.17686412,10.61785426,10.86579033,11.00492965,12.16985398,12.67199557,11.99652895,12.7658045
Derbyshire,E10000007,9.646837558,8.974563238,8.425601329,10.14543499,9.763026496,11.89016302,10.63643174,10.33052254
Devon,E10000008,12.60306879,12.94113828,12.30281622,12.29378173,12.71541016,12.79879457,12.58049557,13.44415702
East Sussex,E10000011,13.39664512,12.97910456,12.00144112,11.20021286,11.06733026,11.30108656,11.43223703,12.17028868
Essex,E10000012,12.35730762,12.27217919,11.0020639,11.11827316,10.85574205,11.40596201,11.23593298,11.57969677
Gloucestershire,E10000013,12.15112892,12.07235514,11.35603312,11.62085286,12.01249604,12.00434825,11.83673265,12.92665205
Hampshire,E10000014,13.17351337,13.00411712,11.91887948,12.47829533,12.37972605,13.25409755,13.03674388,13.26647446
Hertfordshire,E10000015,11.03537771,11.76853754,11.66426249,11.68369042,11.50047696,10.83986022,11.18378693,11.20960595
