year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
1990,889,69,44,32,26,23,24,16,20,18,19,21,19,27,31,43,60,88,92,85,99,94,99,100,89,93,100,94,96,104,94,103,109,103,105,120,133,147,152,162,165,200,211,229,236,297,325,365,376,433,499,564,587,672,742,856,970,1056,1169,1285,1485,1668,1854,2066,2309,2622,2790,3143,3427,3785,4062,4336,4884,5382,5886,6427,7037,7575,8318,9182,10035,10639,11606,12743,13740,14833,16087,17093,17682,19464,20262,22028,24029,25168,27282,30294,30585,33820,32798,35931,38963,36905,41843,47816,37736,37500,56338,77419,61538,100000,72727,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1991,830,68,39,33,22,23,20,21,20,21,18,18,18,28,33,46,57,75,96,92,89,90,89,99,91,92,93,86,87,93,94,102,104,104,112,122,129,146,150,176,174,188,218,233,243,268,339,321,394,434,483,541,602,670,739,823,887,1028,1143,1287,1403,1605,1748,2034,2254,2522,2776,3097,3308,3666,4083,4471,4751,5218,5826,6238,6878,7564,8154,9064,9812,10702,11659,12565,13987,14589,15844,17523,18619,19995,21513,22098,23677,26629,28738,29489,32640,32293,35598,39826,38180,38965,44064,41723,47273,27826,32000,47059,0,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1992,734,54,34,27,25,22,18,19,16,16,17,17,22,22,25,34,43,68,81,84,80,90,91,85,94,84,91,93,95,95,98,105,100,106,114,124,131,135,167,167,175,198,197,220,244,261,289,334,373,416,468,507,585,657,690,798,872,980,1122,1230,1396,1545,1742,1958,2178,2368,2682,2999,3275,3611,3923,4345,4740,4995,5678,6045,6726,7415,8086,8582,9605,10252,11339,12343,13239,14282,15542,16731,17867,19209,20373,22106,23566,24946,27343,28534,30889,31423,32531,35946,38111,42013,37696,40252,34921,39024,40000,67797,0,100000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1993,706,56,39,27,23,17,17,15,17,17,17,20,21,24,28,37,42,67,82,82,91,89,92,85,89,88,87,97,92,100,98,109,95,113,114,123,131,131,151,164,182,190,209,211,240,269,289,321,375,399,465,525,575,661,716,783,869,1019,1094,1208,1376,1526,1711,1907,2183,2402,2670,3024,3263,3608,3903,4417,4750,5238,5556,6230,6784,7439,8202,9020,9673,10572,11515,12433,13900,14957,16066,17401,18714,19875,21576,22161,24980,27232,26975,29156,30409,35529,36069,37680,40526,39779,39851,49153,36364,59060,56338,63158,66667,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1994,684,53,31,22,21,14,17,16,19,15,13,18,24,21,30,33,44,69,74,80,90,84,90,88,89,90,97,92,94,91,100,108,109,121,121,118,127,135,139,166,170,193,203,226,245,248,278,302,318,397,424,495,563,607,661,751,827,954,1019,1152,1274,1458,1633,1776,2039,2291,2515,2820,3094,3340,3738,4098,4440,5037,5420,5660,6395,7058,7748,8428,9258,9963,10912,11887,13198,13924,14965,16291,17707,18823,20180,21014,23427,24898,25852,27523,31046,33083,31562,35046,33989,40188,43269,46429,43049,49315,14035,27586,88889,66667,72727,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1995,683,46,30,25,15,18,17,14,16,17,20,15,20,22,26,32,37,71,91,90,92,104,89,89,91,90,93,104,101,103,104,112,114,114,121,117,135,133,152,156,175,195,209,237,235,270,291,306,351,381,449,475,538,624,666,757,833,917,1011,1125,1292,1404,1577,1757,2013,2214,2498,2777,3004,3370,3693,4073,4503,4959,5422,5919,6245,7029,7904,8643,9347,10158,11204,12176,12981,14105,15542,16596,18013,19238,20527,21884,24398,25961,27408,30055,30114,31944,33246,35818,35669,37397,40863,37123,62500,55652,56471,38095,40000,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1996,687,51,31,22,22,16,13,10,12,16,12,17,19,22,28,35,41,68,84,85,83,95,94,87,88,94,85,90,101,100,109,112,115,112,115,128,127,133,144,170,186,184,202,230,236,286,297,309,336,393,399,460,548,586,670,742,827,897,993,1120,1242,1366,1542,1744,1945,2176,2347,2607,2955,3266,3687,3985,4463,4801,5313,5857,6362,6455,7528,8336,9331,10018,10872,11835,12852,14211,15320,16566,17772,19493,20223,21509,23961,25918,27286,29163,31713,33442,33418,38120,41228,43230,48511,50304,49123,56566,71111,70588,88889,72727,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1997,645,52,31,21,20,17,15,13,18,14,17,16,20,20,24,30,50,64,86,90,97,106,91,92,96,104,91,87,92,104,95,104,104,113,114,108,109,136,145,156,169,188,208,222,243,262,276,326,338,372,410,459,509,594,645,711,802,927,975,1081,1191,1340,1457,1639,1829,2063,2234,2555,2860,3125,3472,3896,4213,4678,5230,5596,6263,6815,6907,8006,8953,9639,10756,11684,12550,13838,15028,16440,17685,19042,20034,21754,23678,25113,26724,28972,30863,32753,31186,35017,36064,39974,51724,30404,58915,35955,25806,53333,47059,100000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1998,629,51,32,22,19,16,15,18,14,13,14,17,16,21,25,29,49,57,87,92,86,91,96,100,99,97,104,102,104,103,106,106,118,121,113,123,127,138,138,156,158,186,193,234,249,272,285,327,339,360,394,450,506,568,650,713,774,851,996,1055,1158,1313,1446,1607,1802,1992,2212,2474,2706,3005,3410,3712,4174,4520,5106,5438,6043,6563,7295,7484,8534,9452,10389,11585,12481,13556,14630,15997,17100,18839,20030,21106,22830,24465,25984,28111,28728,30619,32843,33418,36675,42393,42055,45217,31441,33333,42857,0,0,72727,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1999,644,52,32,23,18,14,14,14,12,12,13,14,18,17,23,26,43,62,72,92,85,84,87,94,94,94,98,101,102,107,106,102,116,117,116,128,127,130,145,154,169,189,195,207,227,257,295,308,335,373,419,440,493,560,637,673,765,908,933,1039,1166,1248,1393,1531,1674,1925,2147,2417,2607,2953,3285,3685,4031,4513,4838,5429,5894,6539,7157,7903,7755,9143,10466,11463,12589,13535,14525,15897,17684,18920,19997,21119,22517,24630,26462,28569,29636,32581,34483,36582,36676,45275,36989,32287,32520,61146,55556,0,42105,0,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2000,611,44,28,19,17,13,17,13,12,13,14,12,16,16,20,25,43,58,80,84,84,87,89,97,97,93,91,104,101,105,106,101,117,109,113,126,137,150,142,154,169,193,185,203,228,243,276,314,336,382,441,436,476,526,549,652,763,814,866,1001,1154,1255,1357,1493,1611,1836,2033,2253,2504,2788,3052,3398,3820,4275,4789,5136,5600,6219,6917,7453,8231,8308,9793,11009,12091,13179,14343,15385,16850,17950,19403,20117,22496,23891,25726,28227,30022,32484,34191,34045,39468,33751,47425,37594,42705,53333,37500,26667,66667,66667,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2001,597,41,25,17,17,13,14,13,11,9,15,14,19,20,24,26,35,60,85,92,81,80,85,79,99,91,88,100,92,105,95,112,109,122,134,122,127,133,149,164,174,180,201,209,220,255,286,318,341,391,396,443,477,522,593,621,714,792,889,974,1075,1207,1332,1440,1548,1728,1922,2152,2306,2643,2947,3261,3635,4023,4492,5025,5455,6053,6601,7335,8028,8687,8676,10562,11800,13283,14021,15010,16683,17920,18779,19938,22411,23764,25353,26739,28431,33016,33202,34906,34223,36518,32475,36571,46626,45860,36923,63158,0,66667,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2002,599,47,28,16,18,13,11,11,10,14,10,16,12,21,23,29,40,58,80,73,88,83,93,82,84,96,92,98,101,100,111,104,116,112,117,118,132,143,138,154,169,184,191,221,216,260,281,322,329,390,415,438,484,515,554,628,669,767,865,953,1082,1157,1318,1424,1563,1721,1871,2103,2314,2586,2797,3226,3534,3881,4414,4873,5439,5917,6477,7217,7957,8800,9560,9364,11016,12713,14086,15229,16698,18244,18786,20486,22214,24377,25921,28341,29971,31545,34294,36064,38668,43923,45977,37500,33103,55491,63158,44444,44444,100000,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2003,577,39,25,22,16,14,14,10,10,12,9,12,16,19,21,25,39,53,74,69,84,84,86,85,85,86,83,80,93,99,102,104,112,113,118,128,126,137,139,155,171,182,195,224,223,230,270,309,340,359,415,424,471,517,562,636,683,762,831,914,1074,1144,1270,1410,1554,1656,1826,2045,2265,2514,2679,3076,3376,3819,4264,4676,5202,5792,6255,7147,7737,8700,9513,10542,10090,12675,13900,15367,16473,18166,19436,20701,23125,25468,25285,28779,29668,31876,31797,33933,39378,42753,42957,40816,46061,53659,33803,0,57143,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2004,556,43,23,20,13,10,11,10,12,11,12,10,15,14,20,29,33,53,68,64,77,64,81,87,75,83,84,87,87,90,89,100,113,109,109,126,132,136,137,160,164,160,186,214,229,236,265,292,325,367,378,439,492,510,556,583,644,729,756,855,990,1096,1269,1277,1478,1621,1793,1931,2124,2380,2629,2876,3268,3552,3931,4455,4846,5455,6137,6668,7351,8041,8967,9922,11173,10401,13024,14672,16156,17005,17960,19841,21456,22671,24912,27306,28569,30140,32702,34315,35005,37073,34893,51852,36056,44444,23188,33333,0,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2005,572,40,26,19,12,11,14,9,9,9,12,14,17,18,19,23,35,60,68,71,70,74,71,80,72,82,74,79,67,83,99,94,101,118,111,118,132,142,136,143,160,182,190,213,210,252,263,290,329,339,394,430,456,474,524,591,625,698,761,830,972,1038,1185,1302,1436,1550,1687,1905,2052,2227,2465,2855,3087,3411,3899,4153,4777,5325,5806,6494,7116,7989,8600,9620,10788,11698,11498,14003,15965,17866,18656,19829,21206,23459,24266,26734,29024,30629,33481,33103,37988,37522,39118,37621,39895,51142,21333,18182,78049,38095,44444,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2006,545,40,24,15,13,12,10,9,12,14,12,14,12,19,19,25,35,58,62,71,75,69,75,77,73,80,73,85,76,92,95,99,110,108,110,123,130,136,143,150,157,175,185,201,227,239,261,285,315,341,378,429,443,508,553,591,662,693,756,808,914,1052,1140,1260,1393,1514,1662,1819,2006,2132,2400,2664,2953,3222,3598,4023,4498,5020,5542,6229,6936,7546,8586,9351,10321,11570,12902,11834,14464,16801,17946,19876,21302,22956,24387,26101,28005,31060,32187,30078,34918,35851,39399,36908,40678,45498,39216,57143,64000,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2007,536,41,28,19,15,12,11,10,13,11,7,12,14,16,21,28,34,49,63,65,69,74,71,72,78,73,79,78,84,79,92,101,111,113,115,125,126,131,137,154,160,167,201,198,211,238,245,272,289,327,352,398,436,502,538,603,649,670,766,816,868,995,1131,1215,1359,1498,1625,1755,1978,2152,2287,2547,2861,3107,3524,3966,4414,4889,5369,5997,6654,7539,8410,9208,10120,11183,12624,14005,12755,16178,18494,18861,21388,22726,23445,27290,28183,31213,34352,34789,35518,41697,42633,32375,37288,48485,54701,32000,0,57143,47059,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2008,523,37,18,16,12,14,12,11,12,10,12,9,10,12,14,21,37,53,59,64,75,64,73,75,72,72,81,79,83,87,90,98,93,113,123,135,126,131,154,151,165,185,182,205,208,242,256,292,302,328,376,398,422,469,520,577,617,683,719,804,874,947,1043,1219,1288,1436,1579,1711,1956,2130,2314,2538,2790,3135,3336,3806,4195,4691,5264,5962,6525,7379,8079,8922,10082,11109,12512,13668,15494,13681,16623,20171,21354,23310,24935,27457,30020,32698,33037,36265,39620,38812,44138,42471,50174,47619,54902,61538,0,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2009,511,32,19,11,9,11,11,8,11,8,8,10,10,14,14,26,29,50,57,64,64,67,60,65,67,73,80,73,85,82,91,83,94,97,110,132,127,132,144,154,175,183,194,206,223,236,258,258,286,311,339,384,419,461,481,571,610,655,739,790,869,932,985,1095,1254,1327,1499,1643,1861,2042,2158,2408,2700,2952,3241,3599,4098,4463,4892,5522,6371,6937,7778,8586,9602,10651,11703,13275,14868,16557,14804,17176,20261,22001,24025,26742,27701,29487,30456,32524,33220,37459,36697,46048,40876,56566,7547,42857,57143,51613,55172,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2010,464,32,19,16,10,10,11,7,11,11,9,10,11,10,13,17,23,39,54,47,55,68,60,68,64,61,64,69,70,79,87,85,96,91,108,104,114,124,140,154,160,168,179,187,232,243,242,256,281,299,332,369,419,444,487,546,625,657,707,764,861,909,1001,1097,1190,1317,1466,1592,1777,1986,2157,2372,2624,2893,3202,3541,3893,4372,4900,5311,6053,6807,7501,8243,9357,10428,11429,12767,13971,16369,17385,16163,18644,22373,24923,26119,27749,29070,32343,31689,38514,40841,34798,35821,35352,28369,39264,33333,33333,0,76190,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2011,494,35,20,11,10,12,10,8,10,11,9,8,11,9,13,17,24,35,41,49,53,55,58,51,51,65,58,62,73,75,80,82,81,89,100,108,118,129,131,139,156,166,191,187,209,223,235,237,276,290,312,351,403,438,455,529,576,620,706,730,815,878,972,1050,1154,1227,1422,1523,1650,1845,2176,2379,2556,2731,3131,3308,3763,4093,4551,5178,5791,6426,7293,8111,9008,10046,10964,12373,13681,15263,16811,19088,17372,21101,23769,25395,27988,30506,31577,33857,34231,39517,38891,38981,41879,36676,37647,35556,74074,0,47059,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2012,458,32,18,10,11,11,9,7,11,9,9,12,11,10,13,13,20,34,51,46,48,45,50,58,49,58,61,57,65,72,78,80,76,92,89,98,102,115,127,141,159,152,158,193,206,215,229,254,264,290,313,335,364,408,455,497,558,595,652,727,790,897,958,1025,1113,1212,1333,1535,1618,1842,2033,2280,2554,2750,3023,3371,3737,4131,4630,5021,5622,6494,7247,8144,9076,10108,11483,12645,13905,15246,16689,18891,21441,20038,22620,27118,29732,32038,33379,36579,36667,38556,38125,41130,44444,47816,21622,36697,60377,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2013,434,32,18,11,11,9,7,11,8,8,8,7,11,14,13,16,22,29,40,51,44,48,43,52,54,62,61,64,59,69,71,82,86,87,95,101,111,125,134,147,152,168,188,187,205,232,239,245,270,296,307,344,377,415,460,479,539,608,664,765,825,878,982,1040,1134,1238,1346,1428,1620,1788,1993,2171,2539,2766,3007,3363,3673,4021,4587,4981,5704,6404,7352,8052,8987,10157,11301,12353,13845,15413,16783,18530,21194,23835,21559,25724,28718,31775,33245,34154,37956,38211,41417,34468,48756,53207,30918,42105,26667,0,88889,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2014,413,35,17,13,7,10,11,9,7,10,11,10,10,11,13,15,22,29,42,46,48,49,48,57,53,48,71,65,64,71,77,76,78,85,93,104,100,112,146,138,163,170,162,185,206,229,241,252,269,297,312,348,369,396,444,485,511,583,664,732,785,865,956,1032,1136,1226,1292,1442,1559,1778,1942,2149,2455,2626,3003,3247,3574,3924,4422,4871,5551,6107,6904,7785,8633,9771,10734,12189,13521,14812,16229,17398,19961,21998,23704,23551,26764,29211,32913,33812,31523,35995,38047,35259,43368,35381,44255,48485,56338,63158,42105,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2015,440,29,16,12,12,7,9,10,7,8,10,11,8,11,10,18,19,30,43,46,46,51,51,54,55,66,53,63,66,64,71,71,99,89,98,103,114,117,129,136,152,159,186,185,209,212,235,271,268,308,348,347,365,399,443,496,554,604,643,688,813,873,936,1067,1165,1223,1322,1462,1582,1730,1933,2174,2404,2665,3057,3347,3694,4074,4438,4980,5662,6224,7134,8064,8952,10128,11237,12477,14106,15339,17254,19043,20473,22598,25834,27712,26165,29455,33286,35250,40070,39168,41438,42939,44138,38512,29358,33333,38095,44444,25806,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2016,415,28,16,12,8,11,7,8,6,7,7,8,10,9,15,15,23,30,39,44,47,53,51,56,56,62,64,61,70,74,75,82,93,92,100,102,114,113,122,137,154,176,177,208,226,225,239,275,284,302,344,349,385,405,435,512,544,566,635,719,792,873,938,1050,1127,1246,1361,1435,1589,1757,1877,2161,2334,2569,2896,3269,3562,3992,4423,4892,5448,6093,6830,7760,8747,9724,10774,11946,13510,14977,16808,17940,19444,21704,23513,26047,29186,26881,29409,32346,37662,35618,37650,38940,41155,44199,26667,32877,38554,36364,72727,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2017,406,39,19,11,9,9,8,8,7,7,7,8,9,11,13,17,22,27,33,39,44,47,48,49,49,51,53,56,60,64,69,74,80,86,92,100,108,118,128,139,151,163,175,187,200,214,228,244,261,280,302,327,355,388,425,467,515,568,627,691,759,831,905,983,1067,1159,1264,1385,1524,1683,1863,2065,2289,2538,2814,3121,3462,3842,4271,4756,5311,5954,6695,7544,8506,9581,10767,12057,13452,14956,16585,18345,20230,22254,24430,26719,29104,31612,34213,36891,39641,42530,45447,48286,51321,54016,59085,60423,61181,67708,72917,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2018,391,38,18,10,9,8,8,7,7,7,7,7,8,10,13,16,20,26,31,37,41,44,46,46,47,48,50,53,57,61,66,71,77,82,89,97,105,115,125,136,147,159,171,183,195,208,222,237,253,271,292,316,343,375,411,452,498,549,606,668,734,805,877,954,1035,1125,1226,1341,1474,1626,1798,1992,2208,2449,2717,3016,3348,3718,4134,4602,5138,5757,6473,7293,8226,9272,10429,11694,13068,14557,16172,17919,19796,21812,23976,26253,28624,31099,33669,36320,39061,41887,44763,47436,50607,54413,59955,61332,64931,64583,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2019,381,37,18,10,9,8,7,7,7,6,6,7,8,10,12,15,20,24,30,35,40,42,44,44,45,46,48,51,55,59,64,69,75,81,87,95,103,113,123,135,146,158,169,181,193,206,219,233,249,266,286,310,336,367,403,443,488,538,594,655,720,789,862,938,1019,1107,1207,1319,1449,1596,1763,1951,2162,2397,2661,2954,3282,3648,4059,4520,5046,5652,6352,7156,8071,9099,10240,11493,12859,14345,15965,17722,19610,21644,23827,26123,28518,31011,33596,36259,39033,41920,44749,47313,50557,54251,58858,62159,66667,72917,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2020,372,36,17,10,8,8,7,7,6,6,6,7,8,9,12,15,19,23,29,34,38,41,42,43,43,45,47,50,53,58,63,68,73,79,86,93,102,112,122,133,145,156,168,179,191,203,216,230,245,262,281,304,330,360,395,434,478,528,582,642,706,774,846,921,1002,1090,1188,1299,1425,1569,1731,1914,2119,2349,2606,2894,3217,3579,3984,4440,4957,5553,6239,7025,7922,8931,10054,11291,12643,14121,15737,17498,19395,21441,23642,25956,28371,30890,33491,36157,38918,41804,44637,47239,50292,53528,57952,61726,64583,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2021,364,35,17,9,8,7,7,7,6,6,6,7,7,9,11,14,18,22,27,32,36,39,41,41,42,43,45,48,52,56,61,66,71,77,84,92,100,110,121,132,143,155,166,177,189,201,213,226,241,257,276,298,324,353,387,426,469,518,571,630,693,760,830,904,984,1072,1169,1279,1403,1544,1703,1880,2079,2303,2555,2837,3154,3510,3910,4360,4871,5457,6131,6903,7781,8770,9874,11091,12426,13891,15497,17253,19153,21209,23421,25752,28185,30716,33338,36028,38796,41669,44594,47245,50297,54101,58496,61726,64583,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2022,356,35,17,9,8,7,7,7,6,6,6,6,7,9,11,14,17,22,27,31,35,38,39,40,40,42,44,47,50,55,59,64,70,76,83,90,99,109,119,130,142,153,164,176,187,198,211,223,237,253,271,292,317,347,380,418,460,508,561,619,681,746,815,888,967,1054,1151,1260,1382,1521,1676,1849,2043,2261,2506,2782,3093,3442,3836,4281,4786,5364,6028,6787,7648,8619,9701,10897,12213,13659,15250,16996,18893,20952,23172,25514,27963,30513,33156,35875,38667,41527,44447,47224,50503,54326,58084,61250,64583,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2023,348,34,16,9,8,7,7,6,6,6,6,6,7,8,10,13,17,21,26,30,34,36,38,39,39,40,43,45,49,53,58,63,68,74,81,89,98,107,118,129,140,152,163,174,185,196,208,220,234,249,266,287,311,340,373,410,452,499,551,607,668,733,800,872,950,1035,1131,1240,1361,1498,1651,1821,2010,2223,2461,2730,3034,3377,3764,4202,4701,5273,5928,6675,7522,8475,9537,10712,12006,13431,15003,16733,18620,20674,22895,25246,27707,30277,32938,35679,38514,41379,44216,47179,50398,53943,58696,62039,64583,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2024,341,33,16,9,7,7,7,6,6,6,6,6,7,8,10,13,16,20,25,29,33,35,36,37,38,39,41,44,48,52,56,62,67,73,80,88,96,106,116,127,139,150,161,172,183,194,205,217,230,245,262,282,306,334,366,403,444,490,541,597,657,720,786,857,933,1017,1112,1219,1340,1476,1627,1794,1980,2187,2421,2683,2980,3315,3695,4126,4617,5182,5829,6566,7401,8339,9383,10535,11807,13209,14759,16469,18338,20380,22596,24951,27417,29993,32674,35447,38289,41166,44029,47020,50144,53302,59032,61490,63244,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2025,334,33,16,9,7,7,6,6,6,6,6,6,7,8,10,12,16,19,24,28,32,34,35,36,37,38,40,43,47,51,55,60,66,72,78,86,95,104,115,126,137,149,159,170,181,192,203,214,227,241,258,277,301,328,360,396,436,482,532,586,645,708,773,842,917,1000,1093,1200,1323,1459,1608,1770,1951,2155,2383,2640,2929,3257,3629,4052,4535,5091,5730,6459,7284,8208,9235,10369,11618,12997,14523,16209,18057,20081,22286,24633,27102,29681,32370,35159,38002,40882,43804,46860,49994,52907,58143,59578,61905,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2026,328,32,15,8,7,7,6,6,6,6,5,6,6,8,9,12,15,19,23,27,31,33,34,35,36,37,39,42,45,49,54,59,64,70,77,85,94,103,114,125,136,147,158,168,179,189,200,211,223,237,253,273,295,322,354,389,429,474,523,577,635,696,760,828,902,983,1075,1183,1310,1448,1592,1748,1924,2124,2348,2599,2883,3203,3567,3981,4456,5003,5633,6353,7168,8082,9095,10211,11440,12795,14296,15958,17782,19784,21970,24302,26764,29351,32036,34826,37689,40608,43541,46588,49963,53175,56687,57559,61508,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2027,322,31,15,8,7,6,6,6,6,5,5,6,6,7,9,12,15,18,22,27,30,32,33,34,35,36,38,41,44,48,53,58,63,69,76,84,92,102,112,124,135,146,156,167,177,187,198,209,220,234,249,268,291,317,348,383,422,466,514,567,624,684,747,815,887,967,1057,1165,1293,1430,1572,1723,1897,2095,2315,2562,2840,3153,3509,3915,4381,4919,5539,6249,7054,7957,8958,10058,11269,12604,14081,15716,17515,19491,21655,23968,26414,28997,31688,34487,37353,40290,43249,46227,49568,52996,55440,57411,58440,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2028,316,30,14,8,7,6,6,6,5,5,5,6,6,7,9,11,14,18,22,26,29,31,33,33,34,35,37,40,43,47,52,57,62,68,75,82,91,101,111,122,133,144,155,165,175,185,195,206,217,230,246,264,286,312,342,376,415,458,506,558,614,673,735,801,873,952,1041,1147,1272,1408,1548,1697,1869,2066,2284,2527,2799,3107,3456,3853,4309,4838,5448,6147,6940,7832,8822,9911,11105,12421,13876,15487,17258,19207,21346,23638,26065,28631,31317,34115,36992,39945,42946,45955,49097,52414,55307,58641,57885,65000,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2029,310,30,14,8,7,6,6,6,5,5,5,6,6,7,9,11,14,17,21,25,28,31,32,33,33,35,36,39,42,46,51,56,61,67,73,81,90,99,110,121,132,143,153,163,173,183,193,203,214,227,242,260,281,307,337,370,408,451,498,549,604,663,724,789,859,937,1024,1129,1252,1386,1524,1671,1841,2036,2252,2493,2761,3064,3406,3796,4243,4762,5361,6049,6830,7710,8689,9765,10947,12245,13680,15268,17012,18934,21045,23311,25715,28260,30931,33722,36600,39561,42562,45529,48577,51691,55376,58759,61667,56667,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2030,305,30,14,8,7,6,6,6,5,5,5,5,6,7,9,11,14,17,21,24,27,30,31,32,33,34,36,38,41,45,50,54,60,66,72,80,89,98,109,119,131,141,152,162,171,181,190,200,211,224,238,256,277,302,331,365,402,444,490,541,595,652,713,777,846,922,1008,1111,1233,1364,1501,1646,1814,2007,2221,2459,2725,3023,3360,3743,4182,4691,5279,5956,6725,7592,8557,9621,10790,12075,13492,15058,16780,18675,20754,22992,25371,27894,30544,33330,36205,39159,42194,45195,48035,51046,55106,59384,63958,58333,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2031,300,29,14,7,7,6,6,5,5,5,5,5,6,7,8,10,13,17,20,24,27,29,30,31,32,33,35,37,40,44,49,53,59,65,71,79,88,97,107,118,129,140,150,160,169,179,188,198,208,220,235,252,273,298,326,359,396,438,483,533,586,643,702,765,833,909,993,1095,1214,1344,1478,1622,1787,1977,2189,2425,2689,2984,3316,3693,4124,4624,5203,5867,6624,7478,8429,9480,10636,11907,13310,14857,16555,18426,20478,22687,25040,27537,30160,32916,35798,38753,41763,44826,47674,50830,54755,59319,64236,58333,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
